Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.88e+00
TIME BACKWARD: 5.63e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  BckWD::sum        ||       270        |    1.3385e-01    |    4.9573e-04    |    8.7230e-05    |
  ForWD::access     ||        64        |    4.3836e-04    |    6.8494e-06    |    4.0139e-05    |
  ForWD::bufsize    ||        13        |    2.0510e-04    |    1.5777e-05    |    3.0197e-06    |
  ForWD::bufunpack  ||        13        |    1.2529e-02    |    9.6375e-04    |    4.6509e-04    |
  ForWD::clone      ||       457        |    3.0695e-01    |    6.7166e-04    |    3.9641e-04    |
  ForWD::free       ||       422        |    1.4462e-02    |    3.4270e-05    |    1.4384e-04    |
  ForWD::getUVector ||       285        |    2.9919e-03    |    1.0498e-05    |    2.8864e-06    |
  ForWD::init       ||        16        |    1.8146e-02    |    1.1341e-03    |    2.3141e-05    |
  ForWD::norm       ||        32        |    1.8840e-02    |    5.8874e-04    |    1.6802e-05    |
  ForWD::runBraid   ||        1         |    2.8752e+00    |    2.8752e+00    |    0.0000e+00    |
  ForWD::step       ||       280        |    1.6867e+00    |    6.0241e-03    |    1.2657e-03    |
  ForWD::sum        ||       296        |    1.4818e-01    |    5.0062e-04    |    1.3609e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.53e+00
TIME BACKWARD: 4.72e+00
