Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  4.24e+00
TIME BACKWARD: 7.23e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  ForWD::clone      ||       921        |    4.9208e-01    |    5.3428e-04    |    3.6598e-04    |
  ForWD::free       ||       838        |    2.8555e-02    |    3.4075e-05    |    1.8021e-04    |
  ForWD::getUVector ||       592        |    4.5049e-03    |    7.6096e-06    |    1.6787e-06    |
  ForWD::init       ||        32        |    3.4632e-02    |    1.0823e-03    |    1.2846e-05    |
  ForWD::norm       ||        64        |    3.5702e-02    |    5.5784e-04    |    1.1300e-05    |
  ForWD::runBraid   ||        1         |    4.2285e+00    |    4.2285e+00    |    0.0000e+00    |
  ForWD::step       ||       560        |    2.8785e+00    |    5.1401e-03    |    1.2268e-03    |
  ForWD::sum        ||       592        |    2.6345e-01    |    4.4501e-04    |    1.0157e-04    |

   *** Proc = 3        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||       128        |    5.1515e-04    |    4.0246e-06    |    8.2751e-07    |
  BckWD::bufpack    ||        11        |    6.7964e-03    |    6.1786e-04    |    5.7267e-04    |
  BckWD::bufsize    ||        11        |    1.4226e-04    |    1.2933e-05    |    4.3855e-06    |
  BckWD::clone      ||       456        |    1.6815e-01    |    3.6875e-04    |    1.0832e-04    |
  BckWD::free       ||       456        |    2.0976e-03    |    4.6001e-06    |    2.2720e-06    |
  BckWD::init       ||        32        |    1.9993e-02    |    6.2477e-04    |    1.0734e-04    |
  BckWD::norm       ||        62        |    3.5487e-02    |    5.7237e-04    |    1.2854e-05    |
  BckWD::step       ||       581        |    5.5330e+00    |    9.5232e-03    |    7.2532e-04    |
  BckWD::sum        ||       566        |    2.4846e-01    |    4.3898e-04    |    8.7663e-05    |
  ForWD::access     ||       128        |    5.0756e-04    |    3.9653e-06    |    2.5623e-05    |
  ForWD::bufsize    ||        13        |    2.0646e-04    |    1.5882e-05    |    3.4956e-06    |
  ForWD::bufunpack  ||        13        |    9.8373e-03    |    7.5671e-04    |    3.5566e-04    |
  ForWD::clone      ||       921        |    4.8359e-01    |    5.2508e-04    |    3.7246e-04    |
  ForWD::free       ||       838        |    2.3119e-02    |    2.7589e-05    |    1.9677e-04    |
  ForWD::getUVector ||       581        |    5.4652e-03    |    9.4066e-06    |    2.5920e-06    |
  ForWD::init       ||        32        |    3.3831e-02    |    1.0572e-03    |    1.3138e-05    |
  ForWD::norm       ||        64        |    3.4613e-02    |    5.4083e-04    |    7.1700e-06    |
  ForWD::runBraid   ||        1         |    4.2285e+00    |    4.2285e+00    |    0.0000e+00    |
  ForWD::step       ||       560        |    2.7951e+00    |    4.9913e-03    |    1.1949e-03    |
  ForWD::sum        ||       592        |    2.5718e-01    |    4.3442e-04    |    1.0069e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  3.72e+00
TIME BACKWARD: 7.13e+00
