Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  4.28e+00
TIME BACKWARD: 8.20e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  ForWD::access     ||       128        |    2.0350e-04    |    1.5899e-06    |    6.8870e-07    |
  ForWD::bufpack    ||        13        |    9.4264e-03    |    7.2511e-04    |    4.0725e-04    |
  ForWD::bufsize    ||        26        |    2.3324e-04    |    8.9708e-06    |    5.0032e-06    |
  ForWD::bufunpack  ||        13        |    9.3635e-03    |    7.2027e-04    |    3.2573e-04    |
  ForWD::clone      ||       921        |    5.0953e-01    |    5.5323e-04    |    3.5861e-04    |
  ForWD::free       ||       838        |    1.8595e-02    |    2.2189e-05    |    1.3604e-04    |
  ForWD::getUVector ||       592        |    5.2280e-03    |    8.8311e-06    |    2.0705e-06    |
  ForWD::init       ||        32        |    3.4617e-02    |    1.0818e-03    |    1.1398e-05    |
  ForWD::norm       ||        64        |    3.5589e-02    |    5.5607e-04    |    7.6118e-06    |
  ForWD::runBraid   ||        1         |    4.2668e+00    |    4.2668e+00    |    0.0000e+00    |
  ForWD::step       ||       560        |    2.9748e+00    |    5.3122e-03    |    1.1194e-03    |
  ForWD::sum        ||       592        |    2.6138e-01    |    4.4152e-04    |    1.0664e-04    |

   *** Proc = 3        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||       128        |    4.9298e-04    |    3.8514e-06    |    9.8307e-07    |
  BckWD::bufpack    ||        11        |    4.5715e-03    |    4.1559e-04    |    1.2792e-04    |
  BckWD::bufsize    ||        11        |    1.3786e-04    |    1.2533e-05    |    4.7605e-06    |
  BckWD::clone      ||       456        |    1.7057e-01    |    3.7406e-04    |    1.1226e-04    |
  BckWD::free       ||       456        |    2.1046e-03    |    4.6154e-06    |    2.1416e-06    |
  BckWD::init       ||        32        |    2.2157e-02    |    6.9240e-04    |    2.0164e-04    |
  BckWD::norm       ||        62        |    3.5519e-02    |    5.7289e-04    |    1.2181e-05    |
  BckWD::step       ||       581        |    5.5476e+00    |    9.5484e-03    |    7.1790e-04    |
  BckWD::sum        ||       566        |    2.6202e-01    |    4.6294e-04    |    1.4186e-04    |
  ForWD::access     ||       128        |    4.8227e-04    |    3.7677e-06    |    2.6311e-05    |
  ForWD::bufsize    ||        13        |    1.9467e-04    |    1.4975e-05    |    3.8815e-06    |
  ForWD::bufunpack  ||        13        |    1.0455e-02    |    8.0426e-04    |    3.6944e-04    |
  ForWD::clone      ||       921        |    4.7788e-01    |    5.1887e-04    |    3.6640e-04    |
  ForWD::free       ||       838        |    1.8532e-02    |    2.2115e-05    |    1.2710e-04    |
  ForWD::getUVector ||       581        |    5.3754e-03    |    9.2521e-06    |    2.4766e-06    |
  ForWD::init       ||        32        |    3.4303e-02    |    1.0720e-03    |    1.2843e-05    |
  ForWD::norm       ||        64        |    3.4563e-02    |    5.4004e-04    |    5.6119e-06    |
  ForWD::runBraid   ||        1         |    4.2668e+00    |    4.2668e+00    |    0.0000e+00    |
  ForWD::step       ||       560        |    2.7901e+00    |    4.9823e-03    |    1.2497e-03    |
  ForWD::sum        ||       592        |    2.5811e-01    |    4.3600e-04    |    1.0840e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  3.79e+00
TIME BACKWARD: 7.12e+00
