Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.16e+00
TIME BACKWARD: 4.67e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  BckWD::access     ||        32        |    1.5362e-04    |    4.8006e-06    |    1.4536e-06    |
  BckWD::bufpack    ||        11        |    8.0215e-03    |    7.2923e-04    |    4.9874e-04    |
  BckWD::bufsize    ||        22        |    2.7307e-04    |    1.2412e-05    |    5.9189e-06    |
  BckWD::bufunpack  ||        11        |    1.5155e-02    |    1.3777e-03    |    4.0518e-04    |
  BckWD::clone      ||       116        |    9.5404e-02    |    8.2245e-04    |    4.1695e-04    |
  BckWD::free       ||       127        |    3.0682e-02    |    2.4159e-04    |    6.0434e-04    |
  BckWD::init       ||        8         |    9.1655e-03    |    1.1457e-03    |    1.9657e-04    |
  BckWD::norm       ||        16        |    1.2633e-02    |    7.8959e-04    |    1.1460e-04    |
  BckWD::step       ||       148        |    2.5149e+00    |    1.6993e-02    |    4.1139e-03    |
  BckWD::sum        ||       148        |    1.1270e-01    |    7.6148e-04    |    3.2531e-04    |
  ForWD::access     ||        32        |    8.5963e-05    |    2.6864e-06    |    2.2550e-06    |
  ForWD::bufpack    ||        13        |    1.5814e-02    |    1.2165e-03    |    4.0837e-04    |
  ForWD::bufsize    ||        26        |    3.2397e-04    |    1.2460e-05    |    8.5365e-06    |
  ForWD::bufunpack  ||        13        |    1.6135e-02    |    1.2412e-03    |    5.4026e-04    |
  ForWD::clone      ||       225        |    1.6870e-01    |    7.4980e-04    |    3.9917e-04    |
  ForWD::free       ||       214        |    1.7040e-02    |    7.9625e-05    |    3.0052e-04    |
  ForWD::getUVector ||       148        |    1.9762e-03    |    1.3353e-05    |    5.1296e-06    |
  ForWD::init       ||        8         |    1.0859e-02    |    1.3574e-03    |    1.3964e-04    |
  ForWD::norm       ||        16        |    1.0766e-02    |    6.7288e-04    |    4.7810e-05    |
  ForWD::runBraid   ||        1         |    2.1533e+00    |    2.1533e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0064e+00    |    7.1886e-03    |    1.7774e-03    |
  ForWD::sum        ||       148        |    1.1372e-01    |    7.6835e-04    |    3.1913e-04    |

   *** Proc = 14       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.6881e-04    |    5.2754e-06    |    2.1994e-06    |
  BckWD::bufpack    ||        11        |    9.0423e-03    |    8.2203e-04    |    5.3499e-04    |
  BckWD::bufsize    ||        22        |    2.3535e-04    |    1.0698e-05    |    5.3701e-06    |
  BckWD::bufunpack  ||        11        |    1.3950e-02    |    1.2682e-03    |    2.6366e-04    |
  BckWD::clone      ||       116        |    8.4536e-02    |    7.2876e-04    |    3.2866e-04    |
  BckWD::free       ||       127        |    1.9073e-03    |    1.5018e-05    |    6.2927e-05    |
  BckWD::init       ||        8         |    9.2202e-03    |    1.1525e-03    |    2.1627e-04    |
  BckWD::norm       ||        16        |    1.2352e-02    |    7.7200e-04    |    1.2036e-04    |
  BckWD::step       ||       148        |    2.2774e+00    |    1.5388e-02    |    4.1231e-03    |
  BckWD::sum        ||       148        |    1.0918e-01    |    7.3770e-04    |    3.3860e-04    |
  ForWD::access     ||        32        |    6.4517e-05    |    2.0162e-06    |    1.6188e-06    |
  ForWD::bufpack    ||        13        |    1.8265e-02    |    1.4050e-03    |    1.0247e-03    |
  ForWD::bufsize    ||        26        |    3.7025e-04    |    1.4240e-05    |    1.0702e-05    |
  ForWD::bufunpack  ||        13        |    1.6388e-02    |    1.2606e-03    |    6.1837e-04    |
  ForWD::clone      ||       225        |    1.6877e-01    |    7.5009e-04    |    4.8020e-04    |
  ForWD::free       ||       214        |    1.4146e-02    |    6.6102e-05    |    2.4984e-04    |
  ForWD::getUVector ||       148        |    1.6817e-03    |    1.1363e-05    |    4.2430e-06    |
  ForWD::init       ||        8         |    1.0098e-02    |    1.2623e-03    |    2.5014e-05    |
  ForWD::norm       ||        16        |    1.0634e-02    |    6.6465e-04    |    4.9701e-05    |
  ForWD::runBraid   ||        1         |    2.1458e+00    |    2.1458e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.6994e-01    |    6.9282e-03    |    1.9702e-03    |
  ForWD::sum        ||       148        |    1.1855e-01    |    8.0100e-04    |    3.8645e-04    |

   *** Proc = 15       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.5077e-04    |    4.7114e-06    |    2.0889e-06    |
  BckWD::bufpack    ||        11        |    8.0719e-03    |    7.3381e-04    |    3.8214e-04    |
  BckWD::bufsize    ||        11        |    1.7330e-04    |    1.5755e-05    |    5.4035e-06    |
  BckWD::clone      ||       108        |    8.4967e-02    |    7.8673e-04    |    3.8586e-04    |
  BckWD::free       ||       108        |    1.1380e-02    |    1.0537e-04    |    3.0773e-04    |
  BckWD::init       ||        8         |    6.5370e-03    |    8.1712e-04    |    3.7106e-04    |
  BckWD::norm       ||        14        |    1.0788e-02    |    7.7057e-04    |    1.1563e-04    |
  BckWD::step       ||       137        |    2.2835e+00    |    1.6668e-02    |    4.4129e-03    |
  BckWD::sum        ||       122        |    9.4755e-02    |    7.7668e-04    |    3.6575e-04    |
  ForWD::access     ||        32        |    4.1062e-04    |    1.2832e-05    |    6.0150e-05    |
  ForWD::bufsize    ||        13        |    2.7926e-04    |    2.1482e-05    |    7.6663e-06    |
  ForWD::bufunpack  ||        13        |    1.6155e-02    |    1.2427e-03    |    5.6243e-04    |
  ForWD::clone      ||       225        |    1.5797e-01    |    7.0209e-04    |    4.3103e-04    |
  ForWD::free       ||       214        |    1.5831e-02    |    7.3975e-05    |    2.6333e-04    |
  ForWD::getUVector ||       137        |    1.8344e-03    |    1.3390e-05    |    5.2101e-06    |
  ForWD::init       ||        8         |    1.0785e-02    |    1.3481e-03    |    1.2792e-04    |
  ForWD::norm       ||        16        |    1.0672e-02    |    6.6703e-04    |    6.2284e-05    |
  ForWD::runBraid   ||        1         |    2.1531e+00    |    2.1531e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.8689e-01    |    7.0492e-03    |    2.0176e-03    |
  ForWD::sum        ||       148        |    1.1109e-01    |    7.5059e-04    |    3.0386e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.13e+00
TIME BACKWARD: 4.02e+00
