Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.16e+00
TIME BACKWARD: 4.72e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  ForWD::norm       ||        16        |    1.1173e-02    |    6.9829e-04    |    5.4658e-05    |
  ForWD::runBraid   ||        1         |    2.1482e+00    |    2.1482e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0406e+00    |    7.4331e-03    |    1.4401e-03    |
  ForWD::sum        ||       148        |    1.0571e-01    |    7.1426e-04    |    2.7971e-04    |

   *** Proc = 7        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.6922e-04    |    5.2882e-06    |    1.6322e-06    |
  BckWD::bufpack    ||        11        |    1.0594e-02    |    9.6307e-04    |    5.6012e-04    |
  BckWD::bufsize    ||        22        |    3.2030e-04    |    1.4559e-05    |    9.2044e-06    |
  BckWD::bufunpack  ||        11        |    1.1055e-02    |    1.0050e-03    |    2.2801e-04    |
  BckWD::clone      ||       116        |    9.1690e-02    |    7.9043e-04    |    3.5856e-04    |
  BckWD::free       ||       127        |    4.5935e-02    |    3.6169e-04    |    5.2978e-04    |
  BckWD::init       ||        8         |    1.0442e-02    |    1.3053e-03    |    1.6482e-04    |
  BckWD::norm       ||        16        |    1.2833e-02    |    8.0205e-04    |    1.3281e-04    |
  BckWD::step       ||       148        |    2.8529e+00    |    1.9276e-02    |    3.3797e-03    |
  BckWD::sum        ||       148        |    1.2172e-01    |    8.2245e-04    |    3.5260e-04    |
  ForWD::access     ||        32        |    1.0614e-04    |    3.3168e-06    |    2.4554e-06    |
  ForWD::bufpack    ||        13        |    1.4340e-02    |    1.1031e-03    |    5.5219e-04    |
  ForWD::bufsize    ||        26        |    3.2383e-04    |    1.2455e-05    |    8.3250e-06    |
  ForWD::bufunpack  ||        13        |    1.2016e-02    |    9.2434e-04    |    2.3125e-04    |
  ForWD::clone      ||       225        |    2.0896e-01    |    9.2869e-04    |    5.1848e-04    |
  ForWD::free       ||       214        |    1.0769e-02    |    5.0320e-05    |    1.8534e-04    |
  ForWD::getUVector ||       148        |    2.2115e-03    |    1.4942e-05    |    7.3288e-06    |
  ForWD::init       ||        8         |    1.0671e-02    |    1.3338e-03    |    1.3539e-04    |
  ForWD::norm       ||        16        |    1.1730e-02    |    7.3310e-04    |    9.3218e-05    |
  ForWD::runBraid   ||        1         |    2.1502e+00    |    2.1502e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0292e+00    |    7.3516e-03    |    1.4855e-03    |
  ForWD::sum        ||       148        |    9.8229e-02    |    6.6371e-04    |    2.2293e-04    |

   *** Proc = 8        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.4198e-04    |    4.4367e-06    |    1.4253e-06    |
  BckWD::bufpack    ||        11        |    8.7469e-03    |    7.9517e-04    |    4.4879e-04    |
  BckWD::bufsize    ||        22        |    3.0254e-04    |    1.3752e-05    |    8.0560e-06    |
  BckWD::bufunpack  ||        11        |    1.5773e-02    |    1.4339e-03    |    3.4634e-04    |
  BckWD::clone      ||       116        |    1.0405e-01    |    8.9696e-04    |    3.8086e-04    |
  BckWD::free       ||       127        |    4.1580e-02    |    3.2740e-04    |    5.4042e-04    |
  BckWD::init       ||        8         |    1.0289e-02    |    1.2862e-03    |    1.4348e-04    |
  BckWD::norm       ||        16        |    1.2914e-02    |    8.0713e-04    |    1.0243e-04    |
  BckWD::step       ||       148        |    2.6932e+00    |    1.8197e-02    |    3.0112e-03    |
  BckWD::sum        ||       148        |    1.0885e-01    |    7.3547e-04    |    2.6217e-04    |
  ForWD::access     ||        32        |    8.5281e-05    |    2.6650e-06    |    2.1173e-06    |
  ForWD::bufpack    ||        13        |    1.4920e-02    |    1.1477e-03    |    5.4099e-04    |
  ForWD::bufsize    ||        26        |    3.3757e-04    |    1.2983e-05    |    1.0053e-05    |
  ForWD::bufunpack  ||        13        |    1.5476e-02    |    1.1905e-03    |    5.4494e-04    |
  ForWD::clone      ||       225        |    1.7734e-01    |    7.8816e-04    |    4.4843e-04    |
  ForWD::free       ||       214        |    1.5040e-02    |    7.0280e-05    |    2.5453e-04    |
  ForWD::getUVector ||       148        |    1.8381e-03    |    1.2420e-05    |    4.9530e-06    |
  ForWD::init       ||        8         |    9.2936e-03    |    1.1617e-03    |    3.6010e-05    |
  ForWD::norm       ||        16        |    1.1203e-02    |    7.0017e-04    |    6.6196e-05    |
  ForWD::runBraid   ||        1         |    2.1503e+00    |    2.1503e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0329e+00    |    7.3779e-03    |    1.4994e-03    |
  ForWD::sum        ||       148        |    1.1026e-01    |    7.4500e-04    |    3.0580e-04    |

   *** Proc = 9        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.7092e-04    |    5.3411e-06    |    1.9343e-06    |
  BckWD::bufpack    ||        11        |    8.7009e-03    |    7.9099e-04    |    5.0481e-04    |
  BckWD::bufsize    ||        22        |    2.9581e-04    |    1.3446e-05    |    6.7970e-06    |
  BckWD::bufunpack  ||        11        |    1.1054e-02    |    1.0049e-03    |    3.4265e-04    |
  BckWD::clone      ||       116        |    8.5889e-02    |    7.4042e-04    |    2.5126e-04    |
  BckWD::free       ||       127        |    2.1517e-02    |    1.6943e-04    |    3.5382e-04    |
  BckWD::init       ||        8         |    1.1346e-02    |    1.4182e-03    |    1.3593e-04    |
  BckWD::norm       ||        16        |    1.2773e-02    |    7.9834e-04    |    1.0566e-04    |
  BckWD::step       ||       148        |    2.5528e+00    |    1.7249e-02    |    3.0985e-03    |
  BckWD::sum        ||       148        |    1.0327e-01    |    6.9777e-04    |    2.5367e-04    |
  ForWD::access     ||        32        |    8.3354e-05    |    2.6048e-06    |    1.9774e-06    |
  ForWD::bufpack    ||        13        |    1.4516e-02    |    1.1166e-03    |    4.2010e-04    |
  ForWD::bufsize    ||        26        |    3.3047e-04    |    1.2710e-05    |    8.7484e-06    |
  ForWD::bufunpack  ||        13        |    1.5912e-02    |    1.2240e-03    |    5.1445e-04    |
  ForWD::clone      ||       225        |    1.6842e-01    |    7.4853e-04    |    3.9999e-04    |
  ForWD::free       ||       214        |    1.6119e-02    |    7.5320e-05    |    2.8358e-04    |
  ForWD::getUVector ||       148        |    2.0421e-03    |    1.3798e-05    |    4.4843e-06    |
  ForWD::init       ||        8         |    9.3120e-03    |    1.1640e-03    |    2.3712e-05    |
  ForWD::norm       ||        16        |    1.1236e-02    |    7.0224e-04    |    7.5505e-05    |
  ForWD::runBraid   ||        1         |    2.1502e+00    |    2.1502e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0214e+00    |    7.2959e-03    |    1.4941e-03    |
  ForWD::sum        ||       148        |    1.0437e-01    |    7.0519e-04    |    2.6547e-04    |

   *** Proc = 10       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.6377e-04    |    5.1178e-06    |    1.4250e-06    |
  BckWD::bufpack    ||        11        |    9.9157e-03    |    9.0142e-04    |    4.8967e-04    |
  BckWD::bufsize    ||        22        |    2.7749e-04    |    1.2613e-05    |    9.4675e-06    |
  BckWD::bufunpack  ||        11        |    1.4333e-02    |    1.3030e-03    |    4.2507e-04    |
  BckWD::clone      ||       116        |    1.0134e-01    |    8.7365e-04    |    3.7920e-04    |
  BckWD::free       ||       127        |    3.2812e-02    |    2.5836e-04    |    5.0404e-04    |
  BckWD::init       ||        8         |    9.7791e-03    |    1.2224e-03    |    1.4547e-04    |
  BckWD::norm       ||        16        |    1.3518e-02    |    8.4488e-04    |    1.1364e-04    |
  BckWD::step       ||       148        |    2.6093e+00    |    1.7630e-02    |    3.6191e-03    |
  BckWD::sum        ||       148        |    1.1230e-01    |    7.5876e-04    |    3.0272e-04    |
  ForWD::access     ||        32        |    8.3622e-05    |    2.6132e-06    |    1.7334e-06    |
  ForWD::bufpack    ||        13        |    1.5166e-02    |    1.1666e-03    |    4.2305e-04    |
  ForWD::bufsize    ||        26        |    3.4648e-04    |    1.3326e-05    |    9.7970e-06    |
  ForWD::bufunpack  ||        13        |    1.6621e-02    |    1.2785e-03    |    5.4114e-04    |
  ForWD::clone      ||       225        |    1.7610e-01    |    7.8266e-04    |    4.4505e-04    |
  ForWD::free       ||       214        |    1.6210e-02    |    7.5748e-05    |    2.9850e-04    |
  ForWD::getUVector ||       148        |    1.9533e-03    |    1.3198e-05    |    5.1514e-06    |
  ForWD::init       ||        8         |    9.4064e-03    |    1.1758e-03    |    2.8229e-05    |
  ForWD::norm       ||        16        |    1.1156e-02    |    6.9725e-04    |    7.3061e-05    |
  ForWD::runBraid   ||        1         |    2.1469e+00    |    2.1469e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0277e+00    |    7.3407e-03    |    1.5955e-03    |
  ForWD::sum        ||       148        |    1.1225e-01    |    7.5847e-04    |    3.0018e-04    |

   *** Proc = 11       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.4169e-04    |    4.4277e-06    |    1.0429e-06    |
  BckWD::bufpack    ||        11        |    7.9738e-03    |    7.2489e-04    |    4.2244e-04    |
  BckWD::bufsize    ||        22        |    3.1735e-04    |    1.4425e-05    |    7.4190e-06    |
  BckWD::bufunpack  ||        11        |    1.1993e-02    |    1.0902e-03    |    4.1700e-04    |
  BckWD::clone      ||       116        |    9.5434e-02    |    8.2271e-04    |    4.0203e-04    |
  BckWD::free       ||       127        |    3.5699e-02    |    2.8109e-04    |    5.0178e-04    |
  BckWD::init       ||        8         |    9.6745e-03    |    1.2093e-03    |    1.3727e-04    |
  BckWD::norm       ||        16        |    1.2357e-02    |    7.7234e-04    |    6.5315e-05    |
  BckWD::step       ||       148        |    2.5849e+00    |    1.7465e-02    |    3.5043e-03    |
  BckWD::sum        ||       148        |    1.0502e-01    |    7.0962e-04    |    2.7563e-04    |
  ForWD::access     ||        32        |    7.7514e-05    |    2.4223e-06    |    1.8621e-06    |
  ForWD::bufpack    ||        13        |    1.5698e-02    |    1.2076e-03    |    4.9924e-04    |
  ForWD::bufsize    ||        26        |    3.2730e-04    |    1.2588e-05    |    8.2849e-06    |
  ForWD::bufunpack  ||        13        |    1.5689e-02    |    1.2068e-03    |    5.2824e-04    |
  ForWD::clone      ||       225        |    1.7052e-01    |    7.5787e-04    |    4.3537e-04    |
  ForWD::free       ||       214        |    1.6280e-02    |    7.6074e-05    |    2.8594e-04    |
  ForWD::getUVector ||       148        |    2.0002e-03    |    1.3515e-05    |    4.6429e-06    |
  ForWD::init       ||        8         |    1.1548e-02    |    1.4435e-03    |    7.4564e-04    |
  ForWD::norm       ||        16        |    1.1357e-02    |    7.0983e-04    |    6.1285e-05    |
  ForWD::runBraid   ||        1         |    2.1502e+00    |    2.1502e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    1.0103e+00    |    7.2168e-03    |    1.6464e-03    |
  ForWD::sum        ||       148        |    1.0773e-01    |    7.2790e-04    |    2.6686e-04    |

   *** Proc = 12       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.8924e-04    |    5.9138e-06    |    1.1483e-06    |
  BckWD::bufpack    ||        11        |    1.0190e-02    |    9.2639e-04    |    5.9830e-04    |
  BckWD::bufsize    ||        22        |    2.7656e-04    |    1.2571e-05    |    6.9986e-06    |
  BckWD::bufunpack  ||        11        |    1.4220e-02    |    1.2927e-03    |    3.6620e-04    |
  BckWD::clone      ||       116        |    8.7494e-02    |    7.5426e-04    |    3.3565e-04    |
  BckWD::free       ||       127        |    8.8598e-03    |    6.9762e-05    |    2.1697e-04    |
  BckWD::init       ||        8         |    9.1112e-03    |    1.1389e-03    |    2.1330e-04    |
  BckWD::norm       ||        16        |    1.2140e-02    |    7.5876e-04    |    8.7757e-05    |
  BckWD::step       ||       148        |    2.4288e+00    |    1.6410e-02    |    3.8833e-03    |
  BckWD::sum        ||       148        |    1.0547e-01    |    7.1266e-04    |    3.0724e-04    |
  ForWD::access     ||        32        |    7.6668e-05    |    2.3959e-06    |    1.9055e-06    |
  ForWD::bufpack    ||        13        |    1.5506e-02    |    1.1928e-03    |    4.6104e-04    |
  ForWD::bufsize    ||        26        |    3.3372e-04    |    1.2835e-05    |    8.9019e-06    |
  ForWD::bufunpack  ||        13        |    1.4314e-02    |    1.1011e-03    |    5.3668e-04    |
  ForWD::clone      ||       225        |    1.7147e-01    |    7.6211e-04    |    4.3259e-04    |
  ForWD::free       ||       214        |    1.6950e-02    |    7.9204e-05    |    2.9848e-04    |
  ForWD::getUVector ||       148        |    1.7855e-03    |    1.2065e-05    |    4.2048e-06    |
  ForWD::init       ||        8         |    1.0139e-02    |    1.2674e-03    |    2.6030e-05    |
  ForWD::norm       ||        16        |    1.1435e-02    |    7.1470e-04    |    8.3207e-05    |
  ForWD::runBraid   ||        1         |    2.1291e+00    |    2.1291e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.9917e-01    |    7.1370e-03    |    1.7997e-03    |
  ForWD::sum        ||       148        |    1.1791e-01    |    7.9669e-04    |    3.4871e-04    |

   *** Proc = 13       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
